Step,AgentID,State,Stand,Type
244,A3,DEPARTED,C32,PLB
244,A4,DEPARTED,C33,PLB
244,A5,DEPARTED,C30,PLB
244,A6,DEPARTED,C31,PLB
244,A7,DEPARTED,C30,PLB
244,A8,DEPARTED,C31,PLB
244,A9,DEPARTED,C32,PLB
244,A10,PARKED,C30,PLB
245,A1,DEPARTED,C30,PLB
245,A2,DEPARTED,C31,PLB
245,A3,DEPARTED,C32,PLB
245,A4,DEPARTED,C33,PLB
245,A5,DEPARTED,C30,PLB
245,A6,DEPARTED,C31,PLB
245,A7,DEPARTED,C30,PLB
245,A8,DEPARTED,C31,PLB
245,A9,DEPARTED,C32,PLB
245,A10,PARKED,C30,PLB
246,A1,DEPARTED,C30,PLB
246,A2,DEPARTED,C31,PLB
246,A3,DEPARTED,C32,PLB
246,A4,DEPARTED,C33,PLB
246,A5,DEPARTED,C30,PLB
246,A6,DEPARTED,C31,PLB
246,A7,DEPARTED,C30,PLB
246,A8,DEPARTED,C31,PLB
246,A9,DEPARTED,C32,PLB
246,A10,PARKED,C30,PLB
247,A1,DEPARTED,C30,PLB
247,A2,DEPARTED,C31,PLB
247,A3,DEPARTED,C32,PLB
247,A4,DEPARTED,C33,PLB
247,A5,DEPARTED,C30,PLB
247,A6,DEPARTED,C31,PLB
247,A7,DEPARTED,C30,PLB
247,A8,DEPARTED,C31,PLB
247,A9,DEPARTED,C32,PLB
247,A10,PARKED,C30,PLB
248,A1,DEPARTED,C30,PLB
248,A2,DEPARTED,C31,PLB
248,A3,DEPARTED,C32,PLB
248,A4,DEPARTED,C33,PLB
248,A5,DEPARTED,C30,PLB
248,A6,DEPARTED,C31,PLB
248,A7,DEPARTED,C30,PLB
248,A8,DEPARTED,C31,PLB
248,A9,DEPARTED,C32,PLB
248,A10,PARKED,C30,PLB
249,A1,DEPARTED,C30,PLB
249,A2,DEPARTED,C31,PLB
249,A3,DEPARTED,C32,PLB
249,A4,DEPARTED,C33,PLB
249,A5,DEPARTED,C30,PLB
249,A6,DEPARTED,C31,PLB
249,A7,DEPARTED,C30,PLB
249,A8,DEPARTED,C31,PLB
249,A9,DEPARTED,C32,PLB
249,A10,PARKED,C30,PLB
250,A1,DEPARTED,C30,PLB
250,A2,DEPARTED,C31,PLB
250,A3,DEPARTED,C32,PLB
250,A4,DEPARTED,C33,PLB
250,A5,DEPARTED,C30,PLB
250,A6,DEPARTED,C31,PLB
250,A7,DEPARTED,C30,PLB
250,A8,DEPARTED,C31,PLB
250,A9,DEPARTED,C32,PLB
250,A10,PARKED,C30,PLB
251,A1,DEPARTED,C30,PLB
251,A2,DEPARTED,C31,PLB
251,A3,DEPARTED,C32,PLB
251,A4,DEPARTED,C33,PLB
251,A5,DEPARTED,C30,PLB
251,A6,DEPARTED,C31,PLB
251,A7,DEPARTED,C30,PLB
251,A8,DEPARTED,C31,PLB
251,A9,DEPARTED,C32,PLB
251,A10,PARKED,C30,PLB
252,A1,DEPARTED,C30,PLB
252,A2,DEPARTED,C31,PLB
252,A3,DEPARTED,C32,PLB
252,A4,DEPARTED,C33,PLB
252,A5,DEPARTED,C30,PLB
252,A6,DEPARTED,C31,PLB
252,A7,DEPARTED,C30,PLB
252,A8,DEPARTED,C31,PLB
252,A9,DEPARTED,C32,PLB
252,A10,PARKED,C30,PLB
253,A1,DEPARTED,C30,PLB
253,A2,DEPARTED,C31,PLB
253,A3,DEPARTED,C32,PLB
253,A4,DEPARTED,C33,PLB
253,A5,DEPARTED,C30,PLB
253,A6,DEPARTED,C31,PLB
253,A7,DEPARTED,C30,PLB
253,A8,DEPARTED,C31,PLB
253,A9,DEPARTED,C32,PLB
253,A10,PARKED,C30,PLB
254,A1,DEPARTED,C30,PLB
254,A2,DEPARTED,C31,PLB
254,A3,DEPARTED,C32,PLB
254,A4,DEPARTED,C33,PLB
254,A5,DEPARTED,C30,PLB
254,A6,DEPARTED,C31,PLB
254,A7,DEPARTED,C30,PLB
254,A8,DEPARTED,C31,PLB
254,A9,DEPARTED,C32,PLB
254,A10,PARKED,C30,PLB
255,A1,DEPARTED,C30,PLB
255,A2,DEPARTED,C31,PLB
255,A3,DEPARTED,C32,PLB
255,A4,DEPARTED,C33,PLB
255,A5,DEPARTED,C30,PLB
255,A6,DEPARTED,C31,PLB
255,A7,DEPARTED,C30,PLB
255,A8,DEPARTED,C31,PLB
255,A9,DEPARTED,C32,PLB
255,A10,PARKED,C30,PLB
256,A1,DEPARTED,C30,PLB
256,A2,DEPARTED,C31,PLB
256,A3,DEPARTED,C32,PLB
256,A4,DEPARTED,C33,PLB
256,A5,DEPARTED,C30,PLB
256,A6,DEPARTED,C31,PLB
256,A7,DEPARTED,C30,PLB
256,A8,DEPARTED,C31,PLB
256,A9,DEPARTED,C32,PLB
256,A10,PARKED,C30,PLB
257,A1,DEPARTED,C30,PLB
257,A2,DEPARTED,C31,PLB
257,A3,DEPARTED,C32,PLB
257,A4,DEPARTED,C33,PLB
257,A5,DEPARTED,C30,PLB
257,A6,DEPARTED,C31,PLB
257,A7,DEPARTED,C30,PLB
257,A8,DEPARTED,C31,PLB
257,A9,DEPARTED,C32,PLB
257,A10,PARKED,C30,PLB
258,A1,DEPARTED,C30,PLB
258,A2,DEPARTED,C31,PLB
258,A3,DEPARTED,C32,PLB
258,A4,DEPARTED,C33,PLB
258,A5,DEPARTED,C30,PLB
258,A6,DEPARTED,C31,PLB
258,A7,DEPARTED,C30,PLB
258,A8,DEPARTED,C31,PLB
258,A9,DEPARTED,C32,PLB
258,A10,PARKED,C30,PLB
259,A1,DEPARTED,C30,PLB
259,A2,DEPARTED,C31,PLB
259,A3,DEPARTED,C32,PLB
259,A4,DEPARTED,C33,PLB
259,A5,DEPARTED,C30,PLB
259,A6,DEPARTED,C31,PLB
259,A7,DEPARTED,C30,PLB
259,A8,DEPARTED,C31,PLB
259,A9,DEPARTED,C32,PLB
259,A10,PARKED,C30,PLB
260,A1,DEPARTED,C30,PLB
260,A2,DEPARTED,C31,PLB
260,A3,DEPARTED,C32,PLB
260,A4,DEPARTED,C33,PLB
260,A5,DEPARTED,C30,PLB
260,A6,DEPARTED,C31,PLB
260,A7,DEPARTED,C30,PLB
260,A8,DEPARTED,C31,PLB
260,A9,DEPARTED,C32,PLB
260,A10,PARKED,C30,PLB
261,A1,DEPARTED,C30,PLB
261,A2,DEPARTED,C31,PLB
261,A3,DEPARTED,C32,PLB
261,A4,DEPARTED,C33,PLB
261,A5,DEPARTED,C30,PLB
261,A6,DEPARTED,C31,PLB
261,A7,DEPARTED,C30,PLB
261,A8,DEPARTED,C31,PLB
261,A9,DEPARTED,C32,PLB
261,A10,PARKED,C30,PLB
262,A1,DEPARTED,C30,PLB
262,A2,DEPARTED,C31,PLB
262,A3,DEPARTED,C32,PLB
262,A4,DEPARTED,C33,PLB
262,A5,DEPARTED,C30,PLB
262,A6,DEPARTED,C31,PLB
262,A7,DEPARTED,C30,PLB
262,A8,DEPARTED,C31,PLB
262,A9,DEPARTED,C32,PLB
262,A10,PARKED,C30,PLB
263,A1,DEPARTED,C30,PLB
263,A2,DEPARTED,C31,PLB
263,A3,DEPARTED,C32,PLB
263,A4,DEPARTED,C33,PLB
263,A5,DEPARTED,C30,PLB
263,A6,DEPARTED,C31,PLB
263,A7,DEPARTED,C30,PLB
263,A8,DEPARTED,C31,PLB
263,A9,DEPARTED,C32,PLB
263,A10,PARKED,C30,PLB
264,A1,DEPARTED,C30,PLB
264,A2,DEPARTED,C31,PLB
264,A3,DEPARTED,C32,PLB
264,A4,DEPARTED,C33,PLB
264,A5,DEPARTED,C30,PLB
264,A6,DEPARTED,C31,PLB
264,A7,DEPARTED,C30,PLB
264,A8,DEPARTED,C31,PLB
264,A9,DEPARTED,C32,PLB
264,A10,PARKED,C30,PLB
265,A1,DEPARTED,C30,PLB
265,A2,DEPARTED,C31,PLB
265,A3,DEPARTED,C32,PLB
265,A4,DEPARTED,C33,PLB
265,A5,DEPARTED,C30,PLB
265,A6,DEPARTED,C31,PLB
265,A7,DEPARTED,C30,PLB
265,A8,DEPARTED,C31,PLB
265,A9,DEPARTED,C32,PLB
265,A10,PARKED,C30,PLB
266,A1,DEPARTED,C30,PLB
266,A2,DEPARTED,C31,PLB
266,A3,DEPARTED,C32,PLB
266,A4,DEPARTED,C33,PLB
266,A5,DEPARTED,C30,PLB
266,A6,DEPARTED,C31,PLB
266,A7,DEPARTED,C30,PLB
266,A8,DEPARTED,C31,PLB
266,A9,DEPARTED,C32,PLB
266,A10,PARKED,C30,PLB
267,A1,DEPARTED,C30,PLB
267,A2,DEPARTED,C31,PLB
267,A3,DEPARTED,C32,PLB
267,A4,DEPARTED,C33,PLB
267,A5,DEPARTED,C30,PLB
267,A6,DEPARTED,C31,PLB
267,A7,DEPARTED,C30,PLB
267,A8,DEPARTED,C31,PLB
267,A9,DEPARTED,C32,PLB
267,A10,PARKED,C30,PLB
268,A1,DEPARTED,C30,PLB
268,A2,DEPARTED,C31,PLB
268,A3,DEPARTED,C32,PLB
268,A4,DEPARTED,C33,PLB
268,A5,DEPARTED,C30,PLB
268,A6,DEPARTED,C31,PLB
268,A7,DEPARTED,C30,PLB
268,A8,DEPARTED,C31,PLB
268,A9,DEPARTED,C32,PLB
268,A10,PARKED,C30,PLB
269,A1,DEPARTED,C30,PLB
269,A2,DEPARTED,C31,PLB
269,A3,DEPARTED,C32,PLB
269,A4,DEPARTED,C33,PLB
269,A5,DEPARTED,C30,PLB
269,A6,DEPARTED,C31,PLB
269,A7,DEPARTED,C30,PLB
269,A8,DEPARTED,C31,PLB
269,A9,DEPARTED,C32,PLB
269,A10,PARKED,C30,PLB
270,A1,DEPARTED,C30,PLB
270,A2,DEPARTED,C31,PLB
270,A3,DEPARTED,C32,PLB
270,A4,DEPARTED,C33,PLB
270,A5,DEPARTED,C30,PLB
270,A6,DEPARTED,C31,PLB
270,A7,DEPARTED,C30,PLB
270,A8,DEPARTED,C31,PLB
270,A9,DEPARTED,C32,PLB
270,A10,PARKED,C30,PLB
271,A1,DEPARTED,C30,PLB
271,A2,DEPARTED,C31,PLB
271,A3,DEPARTED,C32,PLB
271,A4,DEPARTED,C33,PLB
271,A5,DEPARTED,C30,PLB
271,A6,DEPARTED,C31,PLB
271,A7,DEPARTED,C30,PLB
271,A8,DEPARTED,C31,PLB
271,A9,DEPARTED,C32,PLB
271,A10,DEPARTED,C30,PLB
272,A1,DEPARTED,C30,PLB
272,A2,DEPARTED,C31,PLB
272,A3,DEPARTED,C32,PLB
272,A4,DEPARTED,C33,PLB
272,A5,DEPARTED,C30,PLB
272,A6,DEPARTED,C31,PLB
272,A7,DEPARTED,C30,PLB
272,A8,DEPARTED,C31,PLB
272,A9,DEPARTED,C32,PLB
272,A10,DEPARTED,C30,PLB
273,A1,DEPARTED,C30,PLB
273,A2,DEPARTED,C31,PLB
273,A3,DEPARTED,C32,PLB
273,A4,DEPARTED,C33,PLB
273,A5,DEPARTED,C30,PLB
273,A6,DEPARTED,C31,PLB
273,A7,DEPARTED,C30,PLB
273,A8,DEPARTED,C31,PLB
273,A9,DEPARTED,C32,PLB
273,A10,DEPARTED,C30,PLB
274,A1,DEPARTED,C30,PLB
274,A2,DEPARTED,C31,PLB
274,A3,DEPARTED,C32,PLB
274,A4,DEPARTED,C33,PLB
274,A5,DEPARTED,C30,PLB
274,A6,DEPARTED,C31,PLB
274,A7,DEPARTED,C30,PLB
274,A8,DEPARTED,C31,PLB
274,A9,DEPARTED,C32,PLB
274,A10,DEPARTED,C30,PLB
275,A1,DEPARTED,C30,PLB
275,A2,DEPARTED,C31,PLB
275,A3,DEPARTED,C32,PLB
275,A4,DEPARTED,C33,PLB
275,A5,DEPARTED,C30,PLB
275,A6,DEPARTED,C31,PLB
275,A7,DEPARTED,C30,PLB
275,A8,DEPARTED,C31,PLB
275,A9,DEPARTED,C32,PLB
275,A10,DEPARTED,C30,PLB
276,A1,DEPARTED,C30,PLB
276,A2,DEPARTED,C31,PLB
276,A3,DEPARTED,C32,PLB
276,A4,DEPARTED,C33,PLB
276,A5,DEPARTED,C30,PLB
276,A6,DEPARTED,C31,PLB
276,A7,DEPARTED,C30,PLB
276,A8,DEPARTED,C31,PLB
276,A9,DEPARTED,C32,PLB
276,A10,DEPARTED,C30,PLB
277,A1,DEPARTED,C30,PLB
277,A2,DEPARTED,C31,PLB
277,A3,DEPARTED,C32,PLB
277,A4,DEPARTED,C33,PLB
277,A5,DEPARTED,C30,PLB
277,A6,DEPARTED,C31,PLB
277,A7,DEPARTED,C30,PLB
277,A8,DEPARTED,C31,PLB
277,A9,DEPARTED,C32,PLB
277,A10,DEPARTED,C30,PLB
278,A1,DEPARTED,C30,PLB
278,A2,DEPARTED,C31,PLB
278,A3,DEPARTED,C32,PLB
278,A4,DEPARTED,C33,PLB
278,A5,DEPARTED,C30,PLB
278,A6,DEPARTED,C31,PLB
278,A7,DEPARTED,C30,PLB
278,A8,DEPARTED,C31,PLB
278,A9,DEPARTED,C32,PLB
278,A10,DEPARTED,C30,PLB
279,A1,DEPARTED,C30,PLB
279,A2,DEPARTED,C31,PLB
279,A3,DEPARTED,C32,PLB
279,A4,DEPARTED,C33,PLB
279,A5,DEPARTED,C30,PLB
279,A6,DEPARTED,C31,PLB
279,A7,DEPARTED,C30,PLB
279,A8,DEPARTED,C31,PLB
279,A9,DEPARTED,C32,PLB
279,A10,DEPARTED,C30,PLB
280,A1,DEPARTED,C30,PLB
280,A2,DEPARTED,C31,PLB
280,A3,DEPARTED,C32,PLB
280,A4,DEPARTED,C33,PLB
280,A5,DEPARTED,C30,PLB
280,A6,DEPARTED,C31,PLB
280,A7,DEPARTED,C30,PLB
280,A8,DEPARTED,C31,PLB
280,A9,DEPARTED,C32,PLB
280,A10,DEPARTED,C30,PLB
281,A1,DEPARTED,C30,PLB
281,A2,DEPARTED,C31,PLB
281,A3,DEPARTED,C32,PLB
281,A4,DEPARTED,C33,PLB
281,A5,DEPARTED,C30,PLB
281,A6,DEPARTED,C31,PLB
281,A7,DEPARTED,C30,PLB
281,A8,DEPARTED,C31,PLB
281,A9,DEPARTED,C32,PLB
281,A10,DEPARTED,C30,PLB
282,A1,DEPARTED,C30,PLB
282,A2,DEPARTED,C31,PLB
282,A3,DEPARTED,C32,PLB
282,A4,DEPARTED,C33,PLB
282,A5,DEPARTED,C30,PLB
282,A6,DEPARTED,C31,PLB
282,A7,DEPARTED,C30,PLB
282,A8,DEPARTED,C31,PLB
282,A9,DEPARTED,C32,PLB
282,A10,DEPARTED,C30,PLB
283,A1,DEPARTED,C30,PLB
283,A2,DEPARTED,C31,PLB
283,A3,DEPARTED,C32,PLB
283,A4,DEPARTED,C33,PLB
283,A5,DEPARTED,C30,PLB
283,A6,DEPARTED,C31,PLB
283,A7,DEPARTED,C30,PLB
283,A8,DEPARTED,C31,PLB
283,A9,DEPARTED,C32,PLB
283,A10,DEPARTED,C30,PLB
284,A1,DEPARTED,C30,PLB
284,A2,DEPARTED,C31,PLB
284,A3,DEPARTED,C32,PLB
284,A4,DEPARTED,C33,PLB
284,A5,DEPARTED,C30,PLB
284,A6,DEPARTED,C31,PLB
284,A7,DEPARTED,C30,PLB
284,A8,DEPARTED,C31,PLB
284,A9,DEPARTED,C32,PLB
284,A10,DEPARTED,C30,PLB
285,A1,DEPARTED,C30,PLB
285,A2,DEPARTED,C31,PLB
285,A3,DEPARTED,C32,PLB
285,A4,DEPARTED,C33,PLB
285,A5,DEPARTED,C30,PLB
285,A6,DEPARTED,C31,PLB
285,A7,DEPARTED,C30,PLB
285,A8,DEPARTED,C31,PLB
285,A9,DEPARTED,C32,PLB
285,A10,DEPARTED,C30,PLB
286,A1,DEPARTED,C30,PLB
286,A2,DEPARTED,C31,PLB
286,A3,DEPARTED,C32,PLB
286,A4,DEPARTED,C33,PLB
286,A5,DEPARTED,C30,PLB
286,A6,DEPARTED,C31,PLB
286,A7,DEPARTED,C30,PLB
286,A8,DEPARTED,C31,PLB
286,A9,DEPARTED,C32,PLB
286,A10,DEPARTED,C30,PLB
287,A1,DEPARTED,C30,PLB
287,A2,DEPARTED,C31,PLB
287,A3,DEPARTED,C32,PLB
287,A4,DEPARTED,C33,PLB
287,A5,DEPARTED,C30,PLB
287,A6,DEPARTED,C31,PLB
287,A7,DEPARTED,C30,PLB
287,A8,DEPARTED,C31,PLB
287,A9,DEPARTED,C32,PLB
287,A10,DEPARTED,C30,PLB
288,A1,DEPARTED,C30,PLB
288,A2,DEPARTED,C31,PLB
288,A3,DEPARTED,C32,PLB
288,A4,DEPARTED,C33,PLB
288,A5,DEPARTED,C30,PLB
288,A6,DEPARTED,C31,PLB
288,A7,DEPARTED,C30,PLB
288,A8,DEPARTED,C31,PLB
288,A9,DEPARTED,C32,PLB
288,A10,DEPARTED,C30,PLB
289,A1,DEPARTED,C30,PLB
289,A2,DEPARTED,C31,PLB
289,A3,DEPARTED,C32,PLB
289,A4,DEPARTED,C33,PLB
289,A5,DEPARTED,C30,PLB
289,A6,DEPARTED,C31,PLB
289,A7,DEPARTED,C30,PLB
289,A8,DEPARTED,C31,PLB
289,A9,DEPARTED,C32,PLB
289,A10,DEPARTED,C30,PLB
290,A1,DEPARTED,C30,PLB
290,A2,DEPARTED,C31,PLB
290,A3,DEPARTED,C32,PLB
290,A4,DEPARTED,C33,PLB
290,A5,DEPARTED,C30,PLB
290,A6,DEPARTED,C31,PLB
290,A7,DEPARTED,C30,PLB
290,A8,DEPARTED,C31,PLB
290,A9,DEPARTED,C32,PLB
290,A10,DEPARTED,C30,PLB
291,A1,DEPARTED,C30,PLB
291,A2,DEPARTED,C31,PLB
291,A3,DEPARTED,C32,PLB
291,A4,DEPARTED,C33,PLB
291,A5,DEPARTED,C30,PLB
291,A6,DEPARTED,C31,PLB
291,A7,DEPARTED,C30,PLB
291,A8,DEPARTED,C31,PLB
291,A9,DEPARTED,C32,PLB
291,A10,DEPARTED,C30,PLB
292,A1,DEPARTED,C30,PLB
292,A2,DEPARTED,C31,PLB
292,A3,DEPARTED,C32,PLB
292,A4,DEPARTED,C33,PLB
292,A5,DEPARTED,C30,PLB
292,A6,DEPARTED,C31,PLB
292,A7,DEPARTED,C30,PLB
292,A8,DEPARTED,C31,PLB
292,A9,DEPARTED,C32,PLB
292,A10,DEPARTED,C30,PLB
293,A1,DEPARTED,C30,PLB
293,A2,DEPARTED,C31,PLB
293,A3,DEPARTED,C32,PLB
293,A4,DEPARTED,C33,PLB
293,A5,DEPARTED,C30,PLB
293,A6,DEPARTED,C31,PLB
293,A7,DEPARTED,C30,PLB
293,A8,DEPARTED,C31,PLB
293,A9,DEPARTED,C32,PLB
293,A10,DEPARTED,C30,PLB
294,A1,DEPARTED,C30,PLB
294,A2,DEPARTED,C31,PLB
294,A3,DEPARTED,C32,PLB
294,A4,DEPARTED,C33,PLB
294,A5,DEPARTED,C30,PLB
294,A6,DEPARTED,C31,PLB
294,A7,DEPARTED,C30,PLB
294,A8,DEPARTED,C31,PLB
294,A9,DEPARTED,C32,PLB
294,A10,DEPARTED,C30,PLB
295,A1,DEPARTED,C30,PLB
295,A2,DEPARTED,C31,PLB
295,A3,DEPARTED,C32,PLB
295,A4,DEPARTED,C33,PLB
295,A5,DEPARTED,C30,PLB
295,A6,DEPARTED,C31,PLB
295,A7,DEPARTED,C30,PLB
295,A8,DEPARTED,C31,PLB
295,A9,DEPARTED,C32,PLB
295,A10,DEPARTED,C30,PLB
296,A1,DEPARTED,C30,PLB
296,A2,DEPARTED,C31,PLB
296,A3,DEPARTED,C32,PLB
296,A4,DEPARTED,C33,PLB
296,A5,DEPARTED,C30,PLB
296,A6,DEPARTED,C31,PLB
296,A7,DEPARTED,C30,PLB
296,A8,DEPARTED,C31,PLB
296,A9,DEPARTED,C32,PLB
296,A10,DEPARTED,C30,PLB
297,A1,DEPARTED,C30,PLB
297,A2,DEPARTED,C31,PLB
297,A3,DEPARTED,C32,PLB
297,A4,DEPARTED,C33,PLB
297,A5,DEPARTED,C30,PLB
297,A6,DEPARTED,C31,PLB
297,A7,DEPARTED,C30,PLB
297,A8,DEPARTED,C31,PLB
297,A9,DEPARTED,C32,PLB
297,A10,DEPARTED,C30,PLB
298,A1,DEPARTED,C30,PLB
298,A2,DEPARTED,C31,PLB
298,A3,DEPARTED,C32,PLB
298,A4,DEPARTED,C33,PLB
298,A5,DEPARTED,C30,PLB
298,A6,DEPARTED,C31,PLB
298,A7,DEPARTED,C30,PLB
298,A8,DEPARTED,C31,PLB
298,A9,DEPARTED,C32,PLB
298,A10,DEPARTED,C30,PLB
299,A1,DEPARTED,C30,PLB
299,A2,DEPARTED,C31,PLB
299,A3,DEPARTED,C32,PLB
299,A4,DEPARTED,C33,PLB
299,A5,DEPARTED,C30,PLB
299,A6,DEPARTED,C31,PLB
299,A7,DEPARTED,C30,PLB
299,A8,DEPARTED,C31,PLB
299,A9,DEPARTED,C32,PLB
299,A10,DEPARTED,C30,PLB
300,A1,DEPARTED,C30,PLB
300,A2,DEPARTED,C31,PLB
300,A3,DEPARTED,C32,PLB
300,A4,DEPARTED,C33,PLB
300,A5,DEPARTED,C30,PLB
300,A6,DEPARTED,C31,PLB
300,A7,DEPARTED,C30,PLB
300,A8,DEPARTED,C31,PLB
300,A9,DEPARTED,C32,PLB
300,A10,DEPARTED,C30,PLB
301,A1,DEPARTED,C30,PLB
301,A2,DEPARTED,C31,PLB
301,A3,DEPARTED,C32,PLB
301,A4,DEPARTED,C33,PLB
301,A5,DEPARTED,C30,PLB
301,A6,DEPARTED,C31,PLB
301,A7,DEPARTED,C30,PLB
301,A8,DEPARTED,C31,PLB
301,A9,DEPARTED,C32,PLB
301,A10,DEPARTED,C30,PLB
302,A1,DEPARTED,C30,PLB
302,A2,DEPARTED,C31,PLB
302,A3,DEPARTED,C32,PLB
302,A4,DEPARTED,C33,PLB
302,A5,DEPARTED,C30,PLB
302,A6,DEPARTED,C31,PLB
302,A7,DEPARTED,C30,PLB
302,A8,DEPARTED,C31,PLB
302,A9,DEPARTED,C32,PLB
302,A10,DEPARTED,C30,PLB
303,A1,DEPARTED,C30,PLB
303,A2,DEPARTED,C31,PLB
303,A3,DEPARTED,C32,PLB
303,A4,DEPARTED,C33,PLB
303,A5,DEPARTED,C30,PLB
303,A6,DEPARTED,C31,PLB
303,A7,DEPARTED,C30,PLB
303,A8,DEPARTED,C31,PLB
303,A9,DEPARTED,C32,PLB
303,A10,DEPARTED,C30,PLB
304,A1,DEPARTED,C30,PLB
304,A2,DEPARTED,C31,PLB
304,A3,DEPARTED,C32,PLB
304,A4,DEPARTED,C33,PLB
304,A5,DEPARTED,C30,PLB
304,A6,DEPARTED,C31,PLB
304,A7,DEPARTED,C30,PLB
304,A8,DEPARTED,C31,PLB
304,A9,DEPARTED,C32,PLB
304,A10,DEPARTED,C30,PLB
305,A1,DEPARTED,C30,PLB
305,A2,DEPARTED,C31,PLB
305,A3,DEPARTED,C32,PLB
305,A4,DEPARTED,C33,PLB
305,A5,DEPARTED,C30,PLB
305,A6,DEPARTED,C31,PLB
305,A7,DEPARTED,C30,PLB
305,A8,DEPARTED,C31,PLB
305,A9,DEPARTED,C32,PLB
305,A10,DEPARTED,C30,PLB
306,A1,DEPARTED,C30,PLB
306,A2,DEPARTED,C31,PLB
306,A3,DEPARTED,C32,PLB
306,A4,DEPARTED,C33,PLB
306,A5,DEPARTED,C30,PLB
306,A6,DEPARTED,C31,PLB
306,A7,DEPARTED,C30,PLB
306,A8,DEPARTED,C31,PLB
306,A9,DEPARTED,C32,PLB
306,A10,DEPARTED,C30,PLB
307,A1,DEPARTED,C30,PLB
307,A2,DEPARTED,C31,PLB
307,A3,DEPARTED,C32,PLB
307,A4,DEPARTED,C33,PLB
307,A5,DEPARTED,C30,PLB
307,A6,DEPARTED,C31,PLB
307,A7,DEPARTED,C30,PLB
307,A8,DEPARTED,C31,PLB
307,A9,DEPARTED,C32,PLB
307,A10,DEPARTED,C30,PLB
308,A1,DEPARTED,C30,PLB
308,A2,DEPARTED,C31,PLB
308,A3,DEPARTED,C32,PLB
308,A4,DEPARTED,C33,PLB
308,A5,DEPARTED,C30,PLB
308,A6,DEPARTED,C31,PLB
308,A7,DEPARTED,C30,PLB
308,A8,DEPARTED,C31,PLB
308,A9,DEPARTED,C32,PLB
308,A10,DEPARTED,C30,PLB
309,A1,DEPARTED,C30,PLB
309,A2,DEPARTED,C31,PLB
309,A3,DEPARTED,C32,PLB
309,A4,DEPARTED,C33,PLB
309,A5,DEPARTED,C30,PLB
309,A6,DEPARTED,C31,PLB
309,A7,DEPARTED,C30,PLB
309,A8,DEPARTED,C31,PLB
309,A9,DEPARTED,C32,PLB
309,A10,DEPARTED,C30,PLB
310,A1,DEPARTED,C30,PLB
310,A2,DEPARTED,C31,PLB
310,A3,DEPARTED,C32,PLB
310,A4,DEPARTED,C33,PLB
310,A5,DEPARTED,C30,PLB
310,A6,DEPARTED,C31,PLB
310,A7,DEPARTED,C30,PLB
310,A8,DEPARTED,C31,PLB
310,A9,DEPARTED,C32,PLB
310,A10,DEPARTED,C30,PLB
311,A1,DEPARTED,C30,PLB
311,A2,DEPARTED,C31,PLB
311,A3,DEPARTED,C32,PLB
311,A4,DEPARTED,C33,PLB
311,A5,DEPARTED,C30,PLB
311,A6,DEPARTED,C31,PLB
311,A7,DEPARTED,C30,PLB
311,A8,DEPARTED,C31,PLB
311,A9,DEPARTED,C32,PLB
311,A10,DEPARTED,C30,PLB
312,A1,DEPARTED,C30,PLB
312,A2,DEPARTED,C31,PLB
312,A3,DEPARTED,C32,PLB
312,A4,DEPARTED,C33,PLB
312,A5,DEPARTED,C30,PLB
312,A6,DEPARTED,C31,PLB
312,A7,DEPARTED,C30,PLB
312,A8,DEPARTED,C31,PLB
312,A9,DEPARTED,C32,PLB
312,A10,DEPARTED,C30,PLB
313,A1,DEPARTED,C30,PLB
313,A2,DEPARTED,C31,PLB
313,A3,DEPARTED,C32,PLB
313,A4,DEPARTED,C33,PLB
313,A5,DEPARTED,C30,PLB
313,A6,DEPARTED,C31,PLB
313,A7,DEPARTED,C30,PLB
313,A8,DEPARTED,C31,PLB
313,A9,DEPARTED,C32,PLB
313,A10,DEPARTED,C30,PLB
314,A1,DEPARTED,C30,PLB
314,A2,DEPARTED,C31,PLB
314,A3,DEPARTED,C32,PLB
314,A4,DEPARTED,C33,PLB
314,A5,DEPARTED,C30,PLB
314,A6,DEPARTED,C31,PLB
314,A7,DEPARTED,C30,PLB
314,A8,DEPARTED,C31,PLB
314,A9,DEPARTED,C32,PLB
314,A10,DEPARTED,C30,PLB
315,A1,DEPARTED,C30,PLB
315,A2,DEPARTED,C31,PLB
315,A3,DEPARTED,C32,PLB
315,A4,DEPARTED,C33,PLB
315,A5,DEPARTED,C30,PLB
315,A6,DEPARTED,C31,PLB
315,A7,DEPARTED,C30,PLB
315,A8,DEPARTED,C31,PLB
315,A9,DEPARTED,C32,PLB
315,A10,DEPARTED,C30,PLB
316,A1,DEPARTED,C30,PLB
316,A2,DEPARTED,C31,PLB
316,A3,DEPARTED,C32,PLB
316,A4,DEPARTED,C33,PLB
316,A5,DEPARTED,C30,PLB
316,A6,DEPARTED,C31,PLB
316,A7,DEPARTED,C30,PLB
316,A8,DEPARTED,C31,PLB
316,A9,DEPARTED,C32,PLB
316,A10,DEPARTED,C30,PLB
317,A1,DEPARTED,C30,PLB
317,A2,DEPARTED,C31,PLB
317,A3,DEPARTED,C32,PLB
317,A4,DEPARTED,C33,PLB
317,A5,DEPARTED,C30,PLB
317,A6,DEPARTED,C31,PLB
317,A7,DEPARTED,C30,PLB
317,A8,DEPARTED,C31,PLB
317,A9,DEPARTED,C32,PLB
317,A10,DEPARTED,C30,PLB
