Step,AgentID,State,Stand,Type
87,A4,PARKED,C33,PLB
87,A5,PARKED,C30,PLB
87,A6,PARKED,C31,PLB
87,A7,SCHEDULED,,
87,A8,SCHEDULED,,
87,A9,SCHEDULED,,
87,A10,SCHEDULED,,
88,A1,DEPARTED,C30,PLB
88,A2,DEPARTED,C31,PLB
88,A3,DEPARTED,C32,PLB
88,A4,PARKED,C33,PLB
88,A5,PARKED,C30,PLB
88,A6,PARKED,C31,PLB
88,A7,SCHEDULED,,
88,A8,SCHEDULED,,
88,A9,SCHEDULED,,
88,A10,SCHEDULED,,
89,A1,DEPARTED,C30,PLB
89,A2,DEPARTED,C31,PLB
89,A3,DEPARTED,C32,PLB
89,A4,PARKED,C33,PLB
89,A5,PARKED,C30,PLB
89,A6,PARKED,C31,PLB
89,A7,SCHEDULED,,
89,A8,SCHEDULED,,
89,A9,SCHEDULED,,
89,A10,SCHEDULED,,
90,A1,DEPARTED,C30,PLB
90,A2,DEPARTED,C31,PLB
90,A3,DEPARTED,C32,PLB
90,A4,PARKED,C33,PLB
90,A5,PARKED,C30,PLB
90,A6,PARKED,C31,PLB
90,A7,SCHEDULED,,
90,A8,SCHEDULED,,
90,A9,SCHEDULED,,
90,A10,SCHEDULED,,
91,A1,DEPARTED,C30,PLB
91,A2,DEPARTED,C31,PLB
91,A3,DEPARTED,C32,PLB
91,A4,PARKED,C33,PLB
91,A5,PARKED,C30,PLB
91,A6,PARKED,C31,PLB
91,A7,SCHEDULED,,
91,A8,SCHEDULED,,
91,A9,SCHEDULED,,
91,A10,SCHEDULED,,
92,A1,DEPARTED,C30,PLB
92,A2,DEPARTED,C31,PLB
92,A3,DEPARTED,C32,PLB
92,A4,PARKED,C33,PLB
92,A5,PARKED,C30,PLB
92,A6,PARKED,C31,PLB
92,A7,SCHEDULED,,
92,A8,SCHEDULED,,
92,A9,SCHEDULED,,
92,A10,SCHEDULED,,
93,A1,DEPARTED,C30,PLB
93,A2,DEPARTED,C31,PLB
93,A3,DEPARTED,C32,PLB
93,A4,PARKED,C33,PLB
93,A5,PARKED,C30,PLB
93,A6,PARKED,C31,PLB
93,A7,SCHEDULED,,
93,A8,SCHEDULED,,
93,A9,SCHEDULED,,
93,A10,SCHEDULED,,
94,A1,DEPARTED,C30,PLB
94,A2,DEPARTED,C31,PLB
94,A3,DEPARTED,C32,PLB
94,A4,PARKED,C33,PLB
94,A5,PARKED,C30,PLB
94,A6,PARKED,C31,PLB
94,A7,SCHEDULED,,
94,A8,SCHEDULED,,
94,A9,SCHEDULED,,
94,A10,SCHEDULED,,
95,A1,DEPARTED,C30,PLB
95,A2,DEPARTED,C31,PLB
95,A3,DEPARTED,C32,PLB
95,A4,PARKED,C33,PLB
95,A5,PARKED,C30,PLB
95,A6,PARKED,C31,PLB
95,A7,SCHEDULED,,
95,A8,SCHEDULED,,
95,A9,SCHEDULED,,
95,A10,SCHEDULED,,
96,A1,DEPARTED,C30,PLB
96,A2,DEPARTED,C31,PLB
96,A3,DEPARTED,C32,PLB
96,A4,PARKED,C33,PLB
96,A5,PARKED,C30,PLB
96,A6,PARKED,C31,PLB
96,A7,SCHEDULED,,
96,A8,SCHEDULED,,
96,A9,SCHEDULED,,
96,A10,SCHEDULED,,
97,A1,DEPARTED,C30,PLB
97,A2,DEPARTED,C31,PLB
97,A3,DEPARTED,C32,PLB
97,A4,PARKED,C33,PLB
97,A5,PARKED,C30,PLB
97,A6,PARKED,C31,PLB
97,A7,SCHEDULED,,
97,A8,SCHEDULED,,
97,A9,SCHEDULED,,
97,A10,SCHEDULED,,
98,A1,DEPARTED,C30,PLB
98,A2,DEPARTED,C31,PLB
98,A3,DEPARTED,C32,PLB
98,A4,PARKED,C33,PLB
98,A5,PARKED,C30,PLB
98,A6,PARKED,C31,PLB
98,A7,SCHEDULED,,
98,A8,SCHEDULED,,
98,A9,SCHEDULED,,
98,A10,SCHEDULED,,
99,A1,DEPARTED,C30,PLB
99,A2,DEPARTED,C31,PLB
99,A3,DEPARTED,C32,PLB
99,A4,PARKED,C33,PLB
99,A5,PARKED,C30,PLB
99,A6,PARKED,C31,PLB
99,A7,SCHEDULED,,
99,A8,SCHEDULED,,
99,A9,SCHEDULED,,
99,A10,SCHEDULED,,
100,A1,DEPARTED,C30,PLB
100,A2,DEPARTED,C31,PLB
100,A3,DEPARTED,C32,PLB
100,A4,PARKED,C33,PLB
100,A5,PARKED,C30,PLB
100,A6,PARKED,C31,PLB
100,A7,SCHEDULED,,
100,A8,SCHEDULED,,
100,A9,SCHEDULED,,
100,A10,SCHEDULED,,
101,A1,DEPARTED,C30,PLB
101,A2,DEPARTED,C31,PLB
101,A3,DEPARTED,C32,PLB
101,A4,PARKED,C33,PLB
101,A5,PARKED,C30,PLB
101,A6,PARKED,C31,PLB
101,A7,SCHEDULED,,
101,A8,SCHEDULED,,
101,A9,SCHEDULED,,
101,A10,SCHEDULED,,
102,A1,DEPARTED,C30,PLB
102,A2,DEPARTED,C31,PLB
102,A3,DEPARTED,C32,PLB
102,A4,PARKED,C33,PLB
102,A5,PARKED,C30,PLB
102,A6,PARKED,C31,PLB
102,A7,SCHEDULED,,
102,A8,SCHEDULED,,
102,A9,SCHEDULED,,
102,A10,SCHEDULED,,
103,A1,DEPARTED,C30,PLB
103,A2,DEPARTED,C31,PLB
103,A3,DEPARTED,C32,PLB
103,A4,PARKED,C33,PLB
103,A5,PARKED,C30,PLB
103,A6,PARKED,C31,PLB
103,A7,SCHEDULED,,
103,A8,SCHEDULED,,
103,A9,SCHEDULED,,
103,A10,SCHEDULED,,
104,A1,DEPARTED,C30,PLB
104,A2,DEPARTED,C31,PLB
104,A3,DEPARTED,C32,PLB
104,A4,PARKED,C33,PLB
104,A5,PARKED,C30,PLB
104,A6,PARKED,C31,PLB
104,A7,SCHEDULED,,
104,A8,SCHEDULED,,
104,A9,SCHEDULED,,
104,A10,SCHEDULED,,
105,A1,DEPARTED,C30,PLB
105,A2,DEPARTED,C31,PLB
105,A3,DEPARTED,C32,PLB
105,A4,PARKED,C33,PLB
105,A5,PARKED,C30,PLB
105,A6,PARKED,C31,PLB
105,A7,SCHEDULED,,
105,A8,SCHEDULED,,
105,A9,SCHEDULED,,
105,A10,SCHEDULED,,
106,A1,DEPARTED,C30,PLB
106,A2,DEPARTED,C31,PLB
106,A3,DEPARTED,C32,PLB
106,A4,PARKED,C33,PLB
106,A5,DEPARTED,C30,PLB
106,A6,PARKED,C31,PLB
106,A7,SCHEDULED,,
106,A8,SCHEDULED,,
106,A9,SCHEDULED,,
106,A10,SCHEDULED,,
107,A1,DEPARTED,C30,PLB
107,A2,DEPARTED,C31,PLB
107,A3,DEPARTED,C32,PLB
107,A4,PARKED,C33,PLB
107,A5,DEPARTED,C30,PLB
107,A6,PARKED,C31,PLB
107,A7,SCHEDULED,,
107,A8,SCHEDULED,,
107,A9,SCHEDULED,,
107,A10,SCHEDULED,,
108,A1,DEPARTED,C30,PLB
108,A2,DEPARTED,C31,PLB
108,A3,DEPARTED,C32,PLB
108,A4,PARKED,C33,PLB
108,A5,DEPARTED,C30,PLB
108,A6,PARKED,C31,PLB
108,A7,SCHEDULED,,
108,A8,SCHEDULED,,
108,A9,SCHEDULED,,
108,A10,SCHEDULED,,
109,A1,DEPARTED,C30,PLB
109,A2,DEPARTED,C31,PLB
109,A3,DEPARTED,C32,PLB
109,A4,PARKED,C33,PLB
109,A5,DEPARTED,C30,PLB
109,A6,PARKED,C31,PLB
109,A7,SCHEDULED,,
109,A8,SCHEDULED,,
109,A9,SCHEDULED,,
109,A10,SCHEDULED,,
110,A1,DEPARTED,C30,PLB
110,A2,DEPARTED,C31,PLB
110,A3,DEPARTED,C32,PLB
110,A4,PARKED,C33,PLB
110,A5,DEPARTED,C30,PLB
110,A6,PARKED,C31,PLB
110,A7,SCHEDULED,,
110,A8,SCHEDULED,,
110,A9,SCHEDULED,,
110,A10,SCHEDULED,,
111,A1,DEPARTED,C30,PLB
111,A2,DEPARTED,C31,PLB
111,A3,DEPARTED,C32,PLB
111,A4,PARKED,C33,PLB
111,A5,DEPARTED,C30,PLB
111,A6,PARKED,C31,PLB
111,A7,SCHEDULED,,
111,A8,SCHEDULED,,
111,A9,SCHEDULED,,
111,A10,SCHEDULED,,
112,A1,DEPARTED,C30,PLB
112,A2,DEPARTED,C31,PLB
112,A3,DEPARTED,C32,PLB
112,A4,PARKED,C33,PLB
112,A5,DEPARTED,C30,PLB
112,A6,PARKED,C31,PLB
112,A7,SCHEDULED,,
112,A8,SCHEDULED,,
112,A9,SCHEDULED,,
112,A10,SCHEDULED,,
113,A1,DEPARTED,C30,PLB
113,A2,DEPARTED,C31,PLB
113,A3,DEPARTED,C32,PLB
113,A4,PARKED,C33,PLB
113,A5,DEPARTED,C30,PLB
113,A6,PARKED,C31,PLB
113,A7,SCHEDULED,,
113,A8,SCHEDULED,,
113,A9,SCHEDULED,,
113,A10,SCHEDULED,,
114,A1,DEPARTED,C30,PLB
114,A2,DEPARTED,C31,PLB
114,A3,DEPARTED,C32,PLB
114,A4,PARKED,C33,PLB
114,A5,DEPARTED,C30,PLB
114,A6,PARKED,C31,PLB
114,A7,SCHEDULED,,
114,A8,SCHEDULED,,
114,A9,SCHEDULED,,
114,A10,SCHEDULED,,
115,A1,DEPARTED,C30,PLB
115,A2,DEPARTED,C31,PLB
115,A3,DEPARTED,C32,PLB
115,A4,PARKED,C33,PLB
115,A5,DEPARTED,C30,PLB
115,A6,PARKED,C31,PLB
115,A7,SCHEDULED,,
115,A8,SCHEDULED,,
115,A9,SCHEDULED,,
115,A10,SCHEDULED,,
116,A1,DEPARTED,C30,PLB
116,A2,DEPARTED,C31,PLB
116,A3,DEPARTED,C32,PLB
116,A4,PARKED,C33,PLB
116,A5,DEPARTED,C30,PLB
116,A6,PARKED,C31,PLB
116,A7,SCHEDULED,,
116,A8,SCHEDULED,,
116,A9,SCHEDULED,,
116,A10,SCHEDULED,,
117,A1,DEPARTED,C30,PLB
117,A2,DEPARTED,C31,PLB
117,A3,DEPARTED,C32,PLB
117,A4,PARKED,C33,PLB
117,A5,DEPARTED,C30,PLB
117,A6,PARKED,C31,PLB
117,A7,SCHEDULED,,
117,A8,SCHEDULED,,
117,A9,SCHEDULED,,
117,A10,SCHEDULED,,
118,A1,DEPARTED,C30,PLB
118,A2,DEPARTED,C31,PLB
118,A3,DEPARTED,C32,PLB
118,A4,PARKED,C33,PLB
118,A5,DEPARTED,C30,PLB
118,A6,PARKED,C31,PLB
118,A7,SCHEDULED,,
118,A8,SCHEDULED,,
118,A9,SCHEDULED,,
118,A10,SCHEDULED,,
119,A1,DEPARTED,C30,PLB
119,A2,DEPARTED,C31,PLB
119,A3,DEPARTED,C32,PLB
119,A4,PARKED,C33,PLB
119,A5,DEPARTED,C30,PLB
119,A6,PARKED,C31,PLB
119,A7,SCHEDULED,,
119,A8,SCHEDULED,,
119,A9,SCHEDULED,,
119,A10,SCHEDULED,,
120,A1,DEPARTED,C30,PLB
120,A2,DEPARTED,C31,PLB
120,A3,DEPARTED,C32,PLB
120,A4,PARKED,C33,PLB
120,A5,DEPARTED,C30,PLB
120,A6,PARKED,C31,PLB
120,A7,SCHEDULED,,
120,A8,SCHEDULED,,
120,A9,SCHEDULED,,
120,A10,SCHEDULED,,
121,A1,DEPARTED,C30,PLB
121,A2,DEPARTED,C31,PLB
121,A3,DEPARTED,C32,PLB
121,A4,PARKED,C33,PLB
121,A5,DEPARTED,C30,PLB
121,A6,DEPARTED,C31,PLB
121,A7,PARKED,C30,PLB
121,A8,SCHEDULED,,
121,A9,SCHEDULED,,
121,A10,SCHEDULED,,
122,A1,DEPARTED,C30,PLB
122,A2,DEPARTED,C31,PLB
122,A3,DEPARTED,C32,PLB
122,A4,PARKED,C33,PLB
122,A5,DEPARTED,C30,PLB
122,A6,DEPARTED,C31,PLB
122,A7,PARKED,C30,PLB
122,A8,SCHEDULED,,
122,A9,SCHEDULED,,
122,A10,SCHEDULED,,
123,A1,DEPARTED,C30,PLB
123,A2,DEPARTED,C31,PLB
123,A3,DEPARTED,C32,PLB
123,A4,PARKED,C33,PLB
123,A5,DEPARTED,C30,PLB
123,A6,DEPARTED,C31,PLB
123,A7,PARKED,C30,PLB
123,A8,SCHEDULED,,
123,A9,SCHEDULED,,
123,A10,SCHEDULED,,
124,A1,DEPARTED,C30,PLB
124,A2,DEPARTED,C31,PLB
124,A3,DEPARTED,C32,PLB
124,A4,PARKED,C33,PLB
124,A5,DEPARTED,C30,PLB
124,A6,DEPARTED,C31,PLB
124,A7,PARKED,C30,PLB
124,A8,SCHEDULED,,
124,A9,SCHEDULED,,
124,A10,SCHEDULED,,
125,A1,DEPARTED,C30,PLB
125,A2,DEPARTED,C31,PLB
125,A3,DEPARTED,C32,PLB
125,A4,PARKED,C33,PLB
125,A5,DEPARTED,C30,PLB
125,A6,DEPARTED,C31,PLB
125,A7,PARKED,C30,PLB
125,A8,SCHEDULED,,
125,A9,SCHEDULED,,
125,A10,SCHEDULED,,
126,A1,DEPARTED,C30,PLB
126,A2,DEPARTED,C31,PLB
126,A3,DEPARTED,C32,PLB
126,A4,PARKED,C33,PLB
126,A5,DEPARTED,C30,PLB
126,A6,DEPARTED,C31,PLB
126,A7,PARKED,C30,PLB
126,A8,SCHEDULED,,
126,A9,SCHEDULED,,
126,A10,SCHEDULED,,
127,A1,DEPARTED,C30,PLB
127,A2,DEPARTED,C31,PLB
127,A3,DEPARTED,C32,PLB
127,A4,PARKED,C33,PLB
127,A5,DEPARTED,C30,PLB
127,A6,DEPARTED,C31,PLB
127,A7,PARKED,C30,PLB
127,A8,SCHEDULED,,
127,A9,SCHEDULED,,
127,A10,SCHEDULED,,
128,A1,DEPARTED,C30,PLB
128,A2,DEPARTED,C31,PLB
128,A3,DEPARTED,C32,PLB
128,A4,PARKED,C33,PLB
128,A5,DEPARTED,C30,PLB
128,A6,DEPARTED,C31,PLB
128,A7,PARKED,C30,PLB
128,A8,SCHEDULED,,
128,A9,SCHEDULED,,
128,A10,SCHEDULED,,
129,A1,DEPARTED,C30,PLB
129,A2,DEPARTED,C31,PLB
129,A3,DEPARTED,C32,PLB
129,A4,PARKED,C33,PLB
129,A5,DEPARTED,C30,PLB
129,A6,DEPARTED,C31,PLB
129,A7,PARKED,C30,PLB
129,A8,SCHEDULED,,
129,A9,SCHEDULED,,
129,A10,SCHEDULED,,
130,A1,DEPARTED,C30,PLB
130,A2,DEPARTED,C31,PLB
130,A3,DEPARTED,C32,PLB
130,A4,PARKED,C33,PLB
130,A5,DEPARTED,C30,PLB
130,A6,DEPARTED,C31,PLB
130,A7,PARKED,C30,PLB
130,A8,SCHEDULED,,
130,A9,SCHEDULED,,
130,A10,SCHEDULED,,
131,A1,DEPARTED,C30,PLB
131,A2,DEPARTED,C31,PLB
131,A3,DEPARTED,C32,PLB
131,A4,DEPARTED,C33,PLB
131,A5,DEPARTED,C30,PLB
131,A6,DEPARTED,C31,PLB
131,A7,PARKED,C30,PLB
131,A8,SCHEDULED,,
131,A9,SCHEDULED,,
131,A10,SCHEDULED,,
132,A1,DEPARTED,C30,PLB
132,A2,DEPARTED,C31,PLB
132,A3,DEPARTED,C32,PLB
132,A4,DEPARTED,C33,PLB
132,A5,DEPARTED,C30,PLB
132,A6,DEPARTED,C31,PLB
132,A7,PARKED,C30,PLB
132,A8,SCHEDULED,,
132,A9,SCHEDULED,,
132,A10,SCHEDULED,,
133,A1,DEPARTED,C30,PLB
133,A2,DEPARTED,C31,PLB
133,A3,DEPARTED,C32,PLB
133,A4,DEPARTED,C33,PLB
133,A5,DEPARTED,C30,PLB
133,A6,DEPARTED,C31,PLB
133,A7,PARKED,C30,PLB
133,A8,SCHEDULED,,
133,A9,SCHEDULED,,
133,A10,SCHEDULED,,
134,A1,DEPARTED,C30,PLB
134,A2,DEPARTED,C31,PLB
134,A3,DEPARTED,C32,PLB
134,A4,DEPARTED,C33,PLB
134,A5,DEPARTED,C30,PLB
134,A6,DEPARTED,C31,PLB
134,A7,PARKED,C30,PLB
134,A8,SCHEDULED,,
134,A9,SCHEDULED,,
134,A10,SCHEDULED,,
135,A1,DEPARTED,C30,PLB
135,A2,DEPARTED,C31,PLB
135,A3,DEPARTED,C32,PLB
135,A4,DEPARTED,C33,PLB
135,A5,DEPARTED,C30,PLB
135,A6,DEPARTED,C31,PLB
135,A7,PARKED,C30,PLB
135,A8,SCHEDULED,,
135,A9,SCHEDULED,,
135,A10,SCHEDULED,,
136,A1,DEPARTED,C30,PLB
136,A2,DEPARTED,C31,PLB
136,A3,DEPARTED,C32,PLB
136,A4,DEPARTED,C33,PLB
136,A5,DEPARTED,C30,PLB
136,A6,DEPARTED,C31,PLB
136,A7,PARKED,C30,PLB
136,A8,SCHEDULED,,
136,A9,SCHEDULED,,
136,A10,SCHEDULED,,
137,A1,DEPARTED,C30,PLB
137,A2,DEPARTED,C31,PLB
137,A3,DEPARTED,C32,PLB
137,A4,DEPARTED,C33,PLB
137,A5,DEPARTED,C30,PLB
137,A6,DEPARTED,C31,PLB
137,A7,PARKED,C30,PLB
137,A8,SCHEDULED,,
137,A9,SCHEDULED,,
137,A10,SCHEDULED,,
138,A1,DEPARTED,C30,PLB
138,A2,DEPARTED,C31,PLB
138,A3,DEPARTED,C32,PLB
138,A4,DEPARTED,C33,PLB
138,A5,DEPARTED,C30,PLB
138,A6,DEPARTED,C31,PLB
138,A7,PARKED,C30,PLB
138,A8,SCHEDULED,,
138,A9,SCHEDULED,,
138,A10,SCHEDULED,,
139,A1,DEPARTED,C30,PLB
139,A2,DEPARTED,C31,PLB
139,A3,DEPARTED,C32,PLB
139,A4,DEPARTED,C33,PLB
139,A5,DEPARTED,C30,PLB
139,A6,DEPARTED,C31,PLB
139,A7,PARKED,C30,PLB
139,A8,SCHEDULED,,
139,A9,SCHEDULED,,
139,A10,SCHEDULED,,
140,A1,DEPARTED,C30,PLB
140,A2,DEPARTED,C31,PLB
140,A3,DEPARTED,C32,PLB
140,A4,DEPARTED,C33,PLB
140,A5,DEPARTED,C30,PLB
140,A6,DEPARTED,C31,PLB
140,A7,PARKED,C30,PLB
140,A8,SCHEDULED,,
140,A9,SCHEDULED,,
140,A10,SCHEDULED,,
141,A1,DEPARTED,C30,PLB
141,A2,DEPARTED,C31,PLB
141,A3,DEPARTED,C32,PLB
141,A4,DEPARTED,C33,PLB
141,A5,DEPARTED,C30,PLB
141,A6,DEPARTED,C31,PLB
141,A7,PARKED,C30,PLB
141,A8,SCHEDULED,,
141,A9,SCHEDULED,,
141,A10,SCHEDULED,,
142,A1,DEPARTED,C30,PLB
142,A2,DEPARTED,C31,PLB
142,A3,DEPARTED,C32,PLB
142,A4,DEPARTED,C33,PLB
142,A5,DEPARTED,C30,PLB
142,A6,DEPARTED,C31,PLB
142,A7,PARKED,C30,PLB
142,A8,SCHEDULED,,
142,A9,SCHEDULED,,
142,A10,SCHEDULED,,
143,A1,DEPARTED,C30,PLB
143,A2,DEPARTED,C31,PLB
143,A3,DEPARTED,C32,PLB
143,A4,DEPARTED,C33,PLB
143,A5,DEPARTED,C30,PLB
143,A6,DEPARTED,C31,PLB
143,A7,PARKED,C30,PLB
143,A8,SCHEDULED,,
143,A9,SCHEDULED,,
143,A10,SCHEDULED,,
144,A1,DEPARTED,C30,PLB
144,A2,DEPARTED,C31,PLB
144,A3,DEPARTED,C32,PLB
144,A4,DEPARTED,C33,PLB
144,A5,DEPARTED,C30,PLB
144,A6,DEPARTED,C31,PLB
144,A7,PARKED,C30,PLB
144,A8,SCHEDULED,,
144,A9,SCHEDULED,,
144,A10,SCHEDULED,,
145,A1,DEPARTED,C30,PLB
145,A2,DEPARTED,C31,PLB
145,A3,DEPARTED,C32,PLB
145,A4,DEPARTED,C33,PLB
145,A5,DEPARTED,C30,PLB
145,A6,DEPARTED,C31,PLB
145,A7,PARKED,C30,PLB
145,A8,SCHEDULED,,
145,A9,SCHEDULED,,
145,A10,SCHEDULED,,
146,A1,DEPARTED,C30,PLB
146,A2,DEPARTED,C31,PLB
146,A3,DEPARTED,C32,PLB
146,A4,DEPARTED,C33,PLB
146,A5,DEPARTED,C30,PLB
146,A6,DEPARTED,C31,PLB
146,A7,PARKED,C30,PLB
146,A8,SCHEDULED,,
146,A9,SCHEDULED,,
146,A10,SCHEDULED,,
147,A1,DEPARTED,C30,PLB
147,A2,DEPARTED,C31,PLB
147,A3,DEPARTED,C32,PLB
147,A4,DEPARTED,C33,PLB
147,A5,DEPARTED,C30,PLB
147,A6,DEPARTED,C31,PLB
147,A7,PARKED,C30,PLB
147,A8,SCHEDULED,,
147,A9,SCHEDULED,,
147,A10,SCHEDULED,,
148,A1,DEPARTED,C30,PLB
148,A2,DEPARTED,C31,PLB
148,A3,DEPARTED,C32,PLB
148,A4,DEPARTED,C33,PLB
148,A5,DEPARTED,C30,PLB
148,A6,DEPARTED,C31,PLB
148,A7,PARKED,C30,PLB
148,A8,SCHEDULED,,
148,A9,SCHEDULED,,
148,A10,SCHEDULED,,
149,A1,DEPARTED,C30,PLB
149,A2,DEPARTED,C31,PLB
149,A3,DEPARTED,C32,PLB
149,A4,DEPARTED,C33,PLB
149,A5,DEPARTED,C30,PLB
149,A6,DEPARTED,C31,PLB
149,A7,PARKED,C30,PLB
149,A8,SCHEDULED,,
149,A9,SCHEDULED,,
149,A10,SCHEDULED,,
150,A1,DEPARTED,C30,PLB
150,A2,DEPARTED,C31,PLB
150,A3,DEPARTED,C32,PLB
150,A4,DEPARTED,C33,PLB
150,A5,DEPARTED,C30,PLB
150,A6,DEPARTED,C31,PLB
150,A7,PARKED,C30,PLB
150,A8,SCHEDULED,,
150,A9,SCHEDULED,,
150,A10,SCHEDULED,,
151,A1,DEPARTED,C30,PLB
151,A2,DEPARTED,C31,PLB
151,A3,DEPARTED,C32,PLB
151,A4,DEPARTED,C33,PLB
151,A5,DEPARTED,C30,PLB
151,A6,DEPARTED,C31,PLB
151,A7,PARKED,C30,PLB
151,A8,PARKED,C31,PLB
151,A9,SCHEDULED,,
151,A10,SCHEDULED,,
152,A1,DEPARTED,C30,PLB
152,A2,DEPARTED,C31,PLB
152,A3,DEPARTED,C32,PLB
152,A4,DEPARTED,C33,PLB
152,A5,DEPARTED,C30,PLB
152,A6,DEPARTED,C31,PLB
152,A7,PARKED,C30,PLB
152,A8,PARKED,C31,PLB
152,A9,SCHEDULED,,
152,A10,SCHEDULED,,
153,A1,DEPARTED,C30,PLB
153,A2,DEPARTED,C31,PLB
153,A3,DEPARTED,C32,PLB
153,A4,DEPARTED,C33,PLB
153,A5,DEPARTED,C30,PLB
153,A6,DEPARTED,C31,PLB
153,A7,PARKED,C30,PLB
153,A8,PARKED,C31,PLB
153,A9,SCHEDULED,,
153,A10,SCHEDULED,,
154,A1,DEPARTED,C30,PLB
154,A2,DEPARTED,C31,PLB
154,A3,DEPARTED,C32,PLB
154,A4,DEPARTED,C33,PLB
154,A5,DEPARTED,C30,PLB
154,A6,DEPARTED,C31,PLB
154,A7,PARKED,C30,PLB
154,A8,PARKED,C31,PLB
154,A9,SCHEDULED,,
154,A10,SCHEDULED,,
155,A1,DEPARTED,C30,PLB
155,A2,DEPARTED,C31,PLB
155,A3,DEPARTED,C32,PLB
155,A4,DEPARTED,C33,PLB
155,A5,DEPARTED,C30,PLB
155,A6,DEPARTED,C31,PLB
155,A7,PARKED,C30,PLB
155,A8,PARKED,C31,PLB
155,A9,SCHEDULED,,
155,A10,SCHEDULED,,
156,A1,DEPARTED,C30,PLB
156,A2,DEPARTED,C31,PLB
156,A3,DEPARTED,C32,PLB
156,A4,DEPARTED,C33,PLB
156,A5,DEPARTED,C30,PLB
156,A6,DEPARTED,C31,PLB
156,A7,PARKED,C30,PLB
156,A8,PARKED,C31,PLB
156,A9,SCHEDULED,,
156,A10,SCHEDULED,,
157,A1,DEPARTED,C30,PLB
157,A2,DEPARTED,C31,PLB
157,A3,DEPARTED,C32,PLB
157,A4,DEPARTED,C33,PLB
157,A5,DEPARTED,C30,PLB
157,A6,DEPARTED,C31,PLB
157,A7,PARKED,C30,PLB
157,A8,PARKED,C31,PLB
157,A9,SCHEDULED,,
157,A10,SCHEDULED,,
158,A1,DEPARTED,C30,PLB
158,A2,DEPARTED,C31,PLB
158,A3,DEPARTED,C32,PLB
158,A4,DEPARTED,C33,PLB
158,A5,DEPARTED,C30,PLB
158,A6,DEPARTED,C31,PLB
158,A7,PARKED,C30,PLB
158,A8,PARKED,C31,PLB
158,A9,SCHEDULED,,
158,A10,SCHEDULED,,
159,A1,DEPARTED,C30,PLB
159,A2,DEPARTED,C31,PLB
159,A3,DEPARTED,C32,PLB
159,A4,DEPARTED,C33,PLB
159,A5,DEPARTED,C30,PLB
159,A6,DEPARTED,C31,PLB
159,A7,PARKED,C30,PLB
159,A8,PARKED,C31,PLB
159,A9,SCHEDULED,,
159,A10,SCHEDULED,,
160,A1,DEPARTED,C30,PLB
160,A2,DEPARTED,C31,PLB
160,A3,DEPARTED,C32,PLB
160,A4,DEPARTED,C33,PLB
160,A5,DEPARTED,C30,PLB
160,A6,DEPARTED,C31,PLB
160,A7,PARKED,C30,PLB
160,A8,PARKED,C31,PLB
160,A9,SCHEDULED,,
160,A10,SCHEDULED,,
161,A1,DEPARTED,C30,PLB
161,A2,DEPARTED,C31,PLB
161,A3,DEPARTED,C32,PLB
161,A4,DEPARTED,C33,PLB
161,A5,DEPARTED,C30,PLB
161,A6,DEPARTED,C31,PLB
161,A7,PARKED,C30,PLB
161,A8,PARKED,C31,PLB
161,A9,SCHEDULED,,
161,A10,SCHEDULED,,
162,A1,DEPARTED,C30,PLB
162,A2,DEPARTED,C31,PLB
162,A3,DEPARTED,C32,PLB
162,A4,DEPARTED,C33,PLB
162,A5,DEPARTED,C30,PLB
162,A6,DEPARTED,C31,PLB
162,A7,PARKED,C30,PLB
162,A8,PARKED,C31,PLB
162,A9,SCHEDULED,,
162,A10,SCHEDULED,,
163,A1,DEPARTED,C30,PLB
163,A2,DEPARTED,C31,PLB
163,A3,DEPARTED,C32,PLB
163,A4,DEPARTED,C33,PLB
163,A5,DEPARTED,C30,PLB
163,A6,DEPARTED,C31,PLB
163,A7,PARKED,C30,PLB
163,A8,PARKED,C31,PLB
163,A9,SCHEDULED,,
163,A10,SCHEDULED,,
164,A1,DEPARTED,C30,PLB
164,A2,DEPARTED,C31,PLB
164,A3,DEPARTED,C32,PLB
164,A4,DEPARTED,C33,PLB
164,A5,DEPARTED,C30,PLB
164,A6,DEPARTED,C31,PLB
164,A7,PARKED,C30,PLB
164,A8,PARKED,C31,PLB
164,A9,SCHEDULED,,
164,A10,SCHEDULED,,
165,A1,DEPARTED,C30,PLB
165,A2,DEPARTED,C31,PLB
165,A3,DEPARTED,C32,PLB
165,A4,DEPARTED,C33,PLB
165,A5,DEPARTED,C30,PLB
165,A6,DEPARTED,C31,PLB
165,A7,PARKED,C30,PLB
165,A8,PARKED,C31,PLB
165,A9,SCHEDULED,,
165,A10,SCHEDULED,,
166,A1,DEPARTED,C30,PLB
166,A2,DEPARTED,C31,PLB
166,A3,DEPARTED,C32,PLB
166,A4,DEPARTED,C33,PLB
166,A5,DEPARTED,C30,PLB
166,A6,DEPARTED,C31,PLB
166,A7,PARKED,C30,PLB
166,A8,PARKED,C31,PLB
166,A9,SCHEDULED,,
166,A10,SCHEDULED,,
167,A1,DEPARTED,C30,PLB
167,A2,DEPARTED,C31,PLB
167,A3,DEPARTED,C32,PLB
167,A4,DEPARTED,C33,PLB
167,A5,DEPARTED,C30,PLB
167,A6,DEPARTED,C31,PLB
167,A7,PARKED,C30,PLB
167,A8,PARKED,C31,PLB
167,A9,SCHEDULED,,
167,A10,SCHEDULED,,
